objid,ra,dec,petroR90_r,spiral,elliptical
1237665429708603573,216.1467,26.99978,9.158903,1,0
1237663531336401057,131.9613,59.61461,9.69159,0,1
1237667782808961559,124.0803,11.5405,4.109676,0,1
1237667782809026922,124.1486,11.62428,8.551541,0,1
1237664289396555894,196.7653,13.74383,4.373832,1,0
1237664286172250347,133.5875,9.340917,12.98824,1,0
1237664289387511928,175.5089,13.92275,5.944345,1,0
1237667781757304922,175.8388,21.45717,8.615676,1,0
1237664669506601119,148.6042,34.89278,7.697188,0,1
1237667783350354009,133.968,15.21553,7.364472,0,1
1237667782809027154,124.2679,11.6365,8.170135,1,0
1237667782809158049,124.591,11.6265,11.99702,1,0
1237664104705818720,152.2387,11.64031,12.4216,0,1
1237662301907452157,239.5785,36.8867,18.38976,1,0
1237662301907714241,240.2581,36.59106,16.81123,1,0
1237662301916758625,256.8932,21.73053,7.584325,0,1
1237667324328870062,180.1845,28.32861,17.77397,1,0
1237667324328870089,180.2032,28.40456,7.343924,1,0
1237667324328935539,180.2969,28.3125,9.748165,1,0
1237667253465841798,151.5466,25.14944,11.93463,1,0
1237667253466169415,152.2433,25.38736,7.947351,0,1
1237661951340445852,213.4169,12.19947,10.13338,1,0
1237661951328911425,186.411,13.54731,8.116492,0,1
1237662661596414067,215.482,34.80533,18.55568,1,0
1237668289614053507,140.0019,14.77492,7.559422,1,0
1237668289614184652,140.4322,14.92236,6.935555,1,0
1237665441523368129,214.2005,26.51108,7.233427,1,0
1237668289614446768,140.9532,14.98233,5.213451,1,0
1237667782809878911,126.1385,12.24178,6.604613,1,0
1237667782810009877,126.3339,12.37092,10.7856,1,0
1237661951329042542,186.7916,13.65472,9.45186,1,0
1237661951329108058,186.8543,13.62228,6.596471,0,1
1237661951329173645,187.0564,13.57069,20.17602,1,0
1237667782279758065,141.4451,16.41428,13.69172,1,0
1237664104706736261,154.3819,12.02111,9.503407,1,0
1237664104706801919,154.5728,12.15625,11.76922,0,1
1237661813879931118,171.992,13.18392,17.56495,1,0
1237665126931431512,179.7806,33.64611,6.320605,1,0
1237665126931497047,179.9024,33.71278,10.0026,0,1
1237661951329304695,187.3166,13.58281,6.510827,0,1
1237668590262747252,191.7578,17.50222,11.24024,1,0
1237668297144598609,218.9542,16.01928,14.01764,1,0
1237668297144598645,218.9707,16.07936,5.241656,0,1
1237667782827573327,167.3206,21.54025,16.11767,1,0
1237667910586597517,168.5015,23.31742,6.26349,1,0
1237667910586662997,168.5372,23.38903,12.54997,1,0
1237667910586663034,168.6065,23.38033,4.949839,0,1
1237667910586728491,168.6915,23.40494,13.92549,1,0
1237665126931824833,180.8389,33.78642,8.517482,1,0
1237662528992116927,213.4246,12.50419,18.6518,1,0
1237662528992182495,213.5279,12.61217,7.220685,1,0
1237661949721968775,195.0382,12.25589,5.124979,0,1
1237661949722034280,195.1343,12.23656,6.105557,1,0
1237662528992313488,213.9311,12.41789,6.832335,0,1
1237662528992444537,214.1624,12.36331,6.697324,0,1
1237662301916824586,257.1747,21.72578,7.365901,1,0
1237667441900519603,193.1145,26.41475,5.739792,0,1
1237667441900519631,193.1577,26.24994,7.53853,1,0
1237668297144598771,219.0846,15.96317,10.75589,0,1
1237662664293155237,245.5337,23.73811,7.247897,1,0
1237662664293089840,245.4568,23.77006,13.8548,1,0
1237662664293220790,245.7276,23.6125,12.24877,1,0
1237668297144926235,219.7581,15.98978,14.90667,1,0
1237661070324203702,154.9949,13.5415,8.225276,1,0
1237661070324334670,155.1621,13.6685,6.234992,1,0
1237664669506994283,149.7028,35.09706,11.73952,1,0
1237664669507321944,150.521,35.42197,13.5429,1,0
1237664104706932938,154.78,12.02522,5.905081,0,1
1237671124301381682,143.8407,13.54883,21.87248,1,0
1237671123764641922,144.256,13.13711,6.381001,0,1
1237671124301643853,144.405,13.55156,6.889967,0,1
1237668289614577819,141.2114,15.01683,12.45814,1,0
1237668289614577838,141.2201,15.03347,12.40695,0,1
1237668289614577951,141.3496,15.08406,11.28047,1,0
1237668289622704288,160.3393,18.61106,9.603117,1,0
1237668289622769764,160.4697,18.58536,7.116806,0,1
1237665024902103134,176.6398,34.70297,8.05521,1,0
1237671123764772949,144.4827,13.17217,6.587867,0,1
1237671123764838463,144.7482,13.2655,11.59677,1,0
1237671124301709518,144.6191,13.54522,13.89,1,0
1237671762642010213,192.6799,6.576583,5.934114,1,0
1237667782809420282,125.1288,11.942,10.94937,1,0
1237667910587056437,169.5646,23.4817,8.588881,0,1
1237662226238275852,245.6805,23.42164,5.178466,1,0
1237663531337973846,137.1329,62.14264,11.12376,1,0
1237663531337973973,137.0632,62.15855,9.259508,0,1
1237663530798350601,129.2635,57.31805,10.74291,1,0
1237671264425803979,193.0632,6.530389,6.864649,0,1
1237671124301971588,145.1719,13.79311,11.70848,1,0
1237663531338760363,139.8602,63.44742,9.322686,1,0
1237662302438686925,226.2072,44.75772,13.79909,1,0
1237662302438883430,226.6044,44.55592,7.704541,1,0
1237661975477878953,195.1833,7.199306,7.831613,1,0
1237661974403416130,193.468,6.4865,9.348162,0,1
1237667324329066615,180.6337,28.30342,8.278849,0,1
1237667324329197669,180.9082,28.475,10.23278,0,1
1237661382233424147,140.9001,32.51839,7.677331,1,0
1237668333638844475,221.1064,15.55139,16.86117,1,0
1237665428098580681,217.2375,25.55342,24.71321,1,0
1237665428098646174,217.3306,25.43094,9.535023,0,1
1237668271376236895,236.4415,12.14894,6.906856,0,1
1237668271376367859,236.7665,12.20633,12.4024,0,1
1237661382233686357,141.4576,32.8705,12.45593,1,0
1237661382233751750,141.6557,32.91919,5.967204,0,1
1237664289396686987,197.1239,13.77403,10.56321,1,0
1237664289396752478,197.1571,13.82156,10.36886,1,0
1237664289396752487,197.1686,13.79517,5.844602,0,1
1237665533320364221,209.0385,26.65283,9.937657,1,0
1237668590262878399,192.0409,17.55453,11.13672,1,0
1237668590262878419,192.0446,17.582,9.998443,0,1
1237661974403743869,194.2971,6.533528,7.395483,1,0
1237661972266287371,201.1005,7.631222,13.59064,1,0
1237668590263140529,192.7736,17.39817,14.12694,1,0
1237668590263206058,192.8467,17.38644,8.085908,1,0
1237667782280741066,143.6625,16.93944,5.419386,1,0
1237667782280741083,143.6826,16.95972,8.226097,0,1
1237664835394732205,139.0923,27.37975,9.260015,0,1
1237661813880455258,173.2231,13.16397,12.09284,0,1
1237661813880455303,173.276,13.28161,9.14127,0,1
1237661974404006137,194.9088,6.446306,12.23446,1,0
1237667253467349104,155.1968,26.11186,9.399741,0,1
1237667253467349143,155.2317,26.17069,6.632325,1,0
1237661382234276001,142.8269,33.44167,6.359059,1,0
1237661070324400175,155.4372,13.57331,9.148406,1,0
1237668289622769797,160.4987,18.5725,8.99297,0,1
1237668289622835322,160.6645,18.61292,17.77195,0,1
1237668289622835324,160.6563,18.62925,10.84967,1,0
1237668289622835376,160.6838,18.63411,11.38521,1,0
1237661974404268102,195.5475,6.508306,9.38786,1,0
1237662302438949003,226.9119,44.55625,14.44338,1,0
1237662302449500687,250.31,29.02097,9.512136,1,0
1237662302439145642,227.4536,44.22297,11.31605,0,1
1237662302439276739,227.8912,44.11475,10.33088,1,0
1237661949722492983,196.2392,12.07906,16.76735,0,1
1237661949730226308,214.2564,10.79086,7.857782,0,1
1237661382235127919,145.0007,34.14814,8.14943,1,0
1237661382235193604,145.1831,34.32164,8.89771,1,0
1237667782810337440,127.1956,12.45669,10.22168,0,1
1237668297145647242,221.494,15.62572,5.715374,1,0
1237668590263206103,192.9206,17.51505,8.097943,1,0
1237668297145647283,221.4867,15.65861,7.226224,1,0
1237662661596610676,215.977,34.72353,17.62722,1,0
1237664289396752638,197.1851,13.78392,8.600406,1,0
1237667783350681909,134.7552,15.34408,7.479351,1,0
1237667782810337670,127.1645,12.46083,7.789892,1,0
1237665128011858018,198.1628,34.06508,16.56717,1,0
1237667441900716135,193.631,26.34461,13.86064,0,1
1237661382235259141,145.317,34.48422,12.17745,1,0
1237661382235455598,145.8238,34.59736,7.095098,1,0
1237661382235455627,145.9096,34.5723,5.220293,1,0
1237670964856225910,157.7868,17.62211,8.404105,0,1
1237661382235652124,146.3134,34.71228,10.17451,1,0
1237661382235717781,146.5838,34.79564,15.55205,1,0
1237667253467611256,155.8001,26.30169,9.667806,0,1
1237671124828094803,120.8309,8.258194,12.19773,1,0
1237662226238537980,246.2532,23.17908,13.00983,1,0
1237662226238603554,246.3613,23.06297,7.333444,0,1
1237670964856488106,158.3921,17.74197,18.79522,1,0
1237663917346455790,137.2599,64.89172,8.292089,1,0
1237663917881688152,130.4842,62.45872,9.754268,1,0
1237663917881688218,130.8859,62.42244,5.704302,0,1
1237662301908500682,242.0211,35.34953,6.395876,1,0
1237664835394797650,139.2903,27.34805,14.10854,0,1
1237664835394797751,139.2054,27.35547,12.18559,1,0
1237661970642370632,170.4592,6.577139,7.038241,1,0
1237663531338891349,140.2632,63.67258,5.188404,0,1
1237670964856619108,158.7222,17.75945,16.23515,1,0
1237667782809616742,125.52,12.02647,8.317642,1,0
1237667781757370500,176.034,21.51058,7.46348,1,0
1237667324329197772,181.0527,28.34375,5.633778,0,1
1237668271376367984,236.8286,12.02781,8.00139,0,1
1237661949730357364,214.4337,10.73181,14.77688,1,0
1237663917881884848,131.402,62.83786,9.947278,0,1
1237665442071773260,241.1576,17.83586,13.43398,1,0
1237665442071773384,241.2487,17.87036,14.03482,0,1
1237665126938378370,198.7679,33.05875,20.17127,0,1
1237665441523499143,214.5998,26.38589,19.28973,1,0
1237667910587252829,170.0321,23.43972,6.952614,1,0
1237661070324465894,155.6034,13.73258,8.403787,1,0
1237667910587711520,171.1868,23.61494,27.32291,1,0
1237667910587711654,171.1039,23.64858,12.3302,1,0
1237661382235914352,146.9218,35.06005,19.80366,1,0
1237661382236045462,147.307,35.04297,17.66263,1,0
1237661382236110866,147.3811,35.26469,10.89021,1,0
1237667782828621944,169.8822,21.81894,5.717773,0,1
1237667910587842668,171.5281,23.61261,8.50171,0,1
1237663917347700850,142.1099,66.91608,10.86491,0,1
1237662340551737679,244.6305,24.67053,6.66044,0,1
1237662340551737756,244.5688,24.77744,5.25786,1,0
1237662340551803151,244.7393,24.66967,5.009098,0,1
1237667783351206165,135.9607,15.78447,7.007942,1,0
1237667783903019099,171.389,22.81903,22.90446,1,0
1237667781757436028,176.1375,21.53806,8.835903,0,1
1237671124828881577,122.6052,8.851222,5.627746,0,1
1237671124829012601,122.8562,8.893945,15.29103,1,0
1237667781757436118,176.2495,21.48158,8.660427,0,1
1237665531186446457,240.3832,15.83072,8.328614,0,1
1237665442071838882,241.4033,17.80211,17.92062,0,1
1237665442071838946,241.409,17.76789,14.83175,0,1
1237662301908566175,241.91,35.17656,8.482184,1,0
1237662302439604389,228.7007,43.66594,8.549028,0,1
1237668289622966353,160.9622,18.65644,17.31932,1,0
1237661974404530338,196.1394,6.492222,8.646089,0,1
1237664104707129561,155.305,12.24294,9.014543,0,1
1237664104707129581,155.3203,12.21672,7.629564,0,1
1237664104707194983,155.3562,12.23211,9.128531,0,1
1237670964317520005,153.5807,16.54261,7.525256,1,0
1237670964856946824,159.5368,17.88808,9.365267,0,1
1237662302439801071,229.1565,43.43475,9.768152,1,0
1237662302439801096,229.1463,43.37061,8.503143,1,0
1237662302439866482,229.295,43.43797,9.820572,0,1
1237667783351337204,136.2032,15.91486,4.416737,0,1
1237661070324531416,155.6884,13.74447,6.751384,0,1
1237661070324727817,156.0933,13.67453,11.05355,0,1
1237661070324793445,156.3103,13.68317,8.387429,1,0
1237662662133416042,215.9475,35.1867,12.30954,0,1
1237662661596938320,216.8842,34.51086,12.00521,1,0
1237667781757501622,176.4278,21.43986,13.73555,1,0
1237667781757632594,176.6299,21.5005,7.885411,1,0
1237668297146105961,222.4929,15.40922,9.672286,1,0
1237667324329263176,181.0622,28.40669,7.969886,0,1
1237671124829274647,123.4357,9.02575,11.83833,0,1
1237671124829340219,123.5611,9.141528,10.37409,1,0
1237667782811517193,129.6867,13.46028,5.25699,0,1
1237667730199740680,134.5236,14.16622,6.265859,1,0
1237667441900912767,194.0367,26.3168,6.442622,1,0
1237668271376761039,237.641,11.98328,5.437136,1,0
1237667253467676833,156.0157,26.22008,9.05682,1,0
1237667253467873459,156.4572,26.42978,11.00861,1,0
1237663531338891550,140.5475,63.65211,6.425235,1,0
1237663531338957078,140.9275,63.70644,8.513076,1,0
1237663531339087943,141.2592,63.88297,9.624218,0,1
1237668590263730288,194.1335,17.34939,6.369481,1,0
1237667253999829136,144.4585,23.52989,11.81429,1,0
1237661070324990131,156.8082,13.74222,9.868952,1,0
1237670964856946860,159.45,17.89653,7.739954,1,0
1237670964857077853,159.8587,17.83105,13.52695,1,0
1237665126938837053,200.0318,32.85614,11.45848,0,1
1237661949723017321,197.4033,12.02817,7.481406,1,0
1237661949723082844,197.5574,12.19214,4.742604,1,0
1237671124829798865,124.5639,9.429417,12.2186,1,0
1237665442071969837,241.638,17.77564,17.42289,1,0
1237671124829864298,124.7762,9.491333,6.079734,0,1
1237662226227003616,219.5918,35.61494,7.899898,0,1
1237662661597069438,217.175,34.41261,6.923039,0,1
1237662529531609183,219.5739,12.03433,17.02047,1,0
1237668333639696680,223.1186,15.19578,8.506345,1,0
1237662302439997614,229.6676,43.08508,8.137776,1,0
1237665128012316939,199.4494,33.78669,9.883973,1,0
1237662661597266113,217.7318,34.24117,11.85382,0,1
1237668289623425127,161.9991,18.74786,7.577661,1,0
1237668289623425178,162.097,18.82083,7.758943,1,0
1237671124830388572,125.9127,9.672112,6.06377,1,0
1237671124830453787,125.9646,9.846583,15.75478,1,0
1237671124830454095,126.0156,9.697556,16.87833,1,0
1237671124830454168,126.0412,9.756056,8.012704,0,1
1237661974404989001,197.0708,6.320445,11.3595,1,0
1237667783351664893,136.9794,16.11981,11.13176,0,1
1237667783351730256,137.1411,16.04656,15.41811,0,1
1237661949723345007,198.1671,11.97642,13.19823,1,0
1237664289397145711,198.1908,13.58542,10.16993,1,0
1237665442057748582,208.0635,28.17797,13.41796,0,1
1237667781758025910,177.6845,21.63839,9.549362,1,0
1237661813881045091,174.558,13.27581,5.416053,0,1
1237661813881176143,174.8569,13.33406,8.357558,1,0
1237663917883654280,137.543,65.73341,8.722526,1,0
1237667783351992422,137.6795,16.18197,8.362996,1,0
1237667783352058118,137.9672,16.27653,11.95149,1,0
1237671124293386648,125.7314,9.282611,10.50915,1,0
1237661382236242080,147.8956,35.27936,6.12944,0,1
1237667782816759980,141.5634,16.85353,5.1938,0,1
1237662340551803239,244.7688,24.62908,5.918717,0,1
1237662306738962923,244.9371,24.65664,11.53064,1,0
1237662661597528220,218.4393,33.91358,9.275935,1,0
1237662661597724846,218.8349,33.84611,7.649277,1,0
1237671124830781817,126.7661,9.86675,8.771081,1,0
1237671124830781849,126.7846,9.881444,9.72923,1,0
1237665442058076236,208.8197,27.90492,6.597623,0,1
1237663531339153683,141.488,64.04977,6.668034,1,0
1237667441901568175,195.8226,26.06011,8.69451,1,0
1237667441901633663,195.9521,26.08933,14.75706,1,0
1237668589725483192,190.8011,17.07675,12.48212,0,1
1237661951330025676,189.0947,13.60286,15.07443,1,0
1237661951330156645,189.3641,13.60844,10.34574,1,0
1237667324329394444,181.5132,28.31158,8.438066,1,0
1237662340551868683,244.9204,24.57233,9.037846,0,1
1237662340551868754,244.9642,24.57978,14.33343,0,1
1237668590264451225,195.8601,17.28519,8.531853,1,0
1237668590264516745,196.0436,17.38825,8.585499,1,0
1237663917884047580,139.2716,66.4045,11.67065,1,0
1237661070325121157,157.0945,13.81139,4.91351,1,0
1237661070325317752,157.5978,13.94206,9.083899,0,1
1237661070325514475,157.9317,14.01875,7.950398,1,0
1237668271376826454,237.8187,11.80681,14.82537,1,0
1237667783352058255,137.9343,16.34669,9.066817,1,0
1237662340551868845,244.9273,24.47692,11.44599,1,0
1237667782812959005,133.0063,14.39731,7.479911,1,0
1237664835395125431,140.0146,27.62781,12.3163,1,0
1237665442072035687,241.8511,17.66181,16.80778,1,0
1237665442072101088,241.8875,17.64069,12.96953,1,0
1237661951330287695,189.5757,13.63303,10.92497,0,1
1237661951330287769,189.7145,13.56117,7.680317,1,0
1237661951330418781,189.9353,13.58708,8.58612,1,0
1237661069793165472,168.6843,14.49511,5.358521,0,1
1237661070325579922,158.1309,13.91103,7.46188,1,0
1237667910588236048,172.5025,23.78647,12.8736,0,1
1237667910588301561,172.6061,23.72475,10.26535,0,1
1237667911122747998,166.6568,23.54678,16.47241,1,0
1237664835396370636,142.924,28.80244,5.27861,0,1
1237661382236569793,148.7335,35.56686,8.79065,1,0
1237667783363657916,165.361,21.81397,6.264788,1,0
1237664289397473392,198.9144,13.64267,12.54371,0,1
1237664289397473415,198.9246,13.66717,7.209847,0,1
1237663786879811943,117.4056,48.29472,7.892697,1,0
1237663915727389029,117.8639,48.595,10.87608,1,0
1237670965388378260,146.5668,16.02378,11.57648,0,1
1237665442072494360,242.793,17.18542,8.915515,1,0
1237668289623425198,162.1046,18.87692,9.96679,0,1
1237668289623490698,162.1774,18.78683,5.708981,0,1
1237668289623490730,162.1886,18.96608,12.06162,0,1
1237663917873430698,113.5518,46.25564,8.199776,1,0
1237661070326038853,159.159,14.02411,8.61541,0,1
1237664104707326175,155.7899,12.23953,19.31137,1,0
1237664835396632777,143.6525,29.11994,12.59216,1,0
1237668289623621719,162.4605,18.9115,5.99022,0,1
1237668289623687274,162.605,18.89558,4.77133,1,0
1237665442072887687,243.6764,16.77695,12.29413,0,1
1237664289397801101,199.7207,13.59042,7.32523,1,0
1237667782817546442,143.4991,17.25311,10.31906,0,1
1237668297147220309,225.1108,14.84856,10.25485,1,0
1237668310013051125,226.736,14.43733,7.762811,1,0
1237662528993951972,217.6734,11.98703,8.189814,0,1
1237664104707326124,155.7027,12.29836,12.67985,0,1
1237664104707457172,156.058,12.22492,12.29546,1,0
1237671991336632549,200.7329,11.52767,9.324739,1,0
1237668310014427363,229.877,13.79958,8.594905,1,0
1237668310014492789,229.9497,13.68617,11.4718,1,0
1237668310014492902,230.0503,13.70017,5.989987,1,0
1237661069793951911,170.5248,14.73131,11.56568,1,0
1237661070326235543,159.7586,14.07214,8.055736,1,0
1237667441901699152,196.0591,26.05158,8.067681,1,0
1237668292833902753,163.8827,18.02322,5.434069,1,0
1237668289623752915,162.8553,19.01442,16.63629,1,0
1237668289623883877,163.1081,19.03092,7.863235,1,0
1237664289397932104,199.9145,13.48539,8.827453,1,0
1237664289397932131,199.9675,13.53481,10.41425,0,1
1237671957513306221,200.1023,13.49903,5.800136,0,1
1237662302440915157,231.938,41.96608,5.607043,0,1
1237662302440980699,232.1082,41.84642,4.660057,0,1
1237661974405185636,197.6158,6.384889,8.773574,1,0
1237671958587113661,200.8563,13.57397,10.50136,0,1
1237664289398456365,201.2153,13.58128,14.33303,1,0
1237671689617408384,243.981,16.78422,12.71661,1,0
1237671689617670545,244.4901,16.52739,8.73139,0,1
1237667254001074358,147.3826,24.44711,8.583788,1,0
1237671124294172825,127.5324,9.644917,11.62898,0,1
1237665127465222194,171.2869,33.43895,16.29376,0,1
1237671990799433924,199.9861,11.88317,8.439898,0,1
1237671990799433906,200.0645,11.93142,4.926759,1,0
1237662302441111737,232.4574,41.70892,8.63698,1,0
1237662302441242788,232.6933,41.51731,9.417567,1,0
1237662301910532440,246.0658,32.12392,7.26788,1,0
1237667442967118022,174.741,27.10906,7.025044,1,0
1237667324329525314,181.7434,28.32719,10.42827,1,0
1237662661598642248,221.3082,33.03028,13.69405,1,0
1237662340552130997,245.4085,24.12353,8.194804,1,0
1237667783352254592,138.3026,16.35769,8.230903,1,0
1237671124831502820,128.472,10.31597,8.250185,1,0
1237665443132997905,212.0758,28.16358,9.719812,0,1
1237668289623949493,163.3013,19.02842,8.85297,0,1
1237668289624014935,163.3856,18.99539,4.732378,1,0
1237671124831568392,128.5716,10.33931,13.77044,1,0
1237671124831568468,128.611,10.45961,12.23068,1,0
1237671124831830161,129.1163,10.64506,19.00171,1,0
1237671124831830351,129.0748,10.57247,6.411643,0,1
1237663786880139423,117.9009,48.85625,6.549361,1,0
1237670965388443847,146.7267,16.06664,14.43732,1,0
1237670965388771509,147.5471,16.28667,21.90798,1,0
1237662340552196461,245.482,24.07072,6.741475,1,0
1237662340552196724,245.5377,24.03886,7.151221,1,0
1237665429710831793,221.5075,25.59611,9.814427,1,0
1237665429710831823,221.5531,25.64528,4.397531,0,1
1237665428099498240,219.4492,24.85753,12.61621,0,1
1237664289398456457,201.1463,13.38625,5.243731,1,0
1237664289933557893,197.0933,14.24161,9.918732,1,0
1237664289398521883,201.3091,13.56731,9.936719,0,1
1237665128538833043,170.7931,34.21033,11.32794,1,0
1237665128538833063,170.7933,34.29675,11.47593,1,0
1237661970105368642,170.2,6.183639,8.658418,1,0
1237662301910597855,246.176,32.06439,5.623375,0,1
1237661382237094027,150.0765,36.09925,13.10845,1,0
1237661382237094043,150.0696,36.13342,8.531977,1,0
1237661382237356093,150.6762,36.36811,9.866596,1,0
1237665442058404050,209.75,27.77983,9.98851,1,0
1237665442058469449,209.9052,27.75197,8.07521,1,0
1237661974405710009,198.7477,6.272,10.81064,0,1
1237667782817874118,144.1793,17.58689,8.363563,0,1
1237661970644336713,174.968,6.577222,3.720871,0,1
1237661970106155062,171.9415,6.144195,18.43207,1,0
1237661970106351827,172.5146,6.1385,9.479816,1,0
1237661070326693898,160.6823,14.30519,2.338992,1,0
1237662302441570445,233.639,41.13219,20.31088,1,0
1237662302441570538,233.6488,41.08197,8.014156,1,0
1237670965389426886,149.1329,16.43678,9.397697,1,0
1237670964318765140,156.4935,17.06739,8.216482,0,1
1237661970106679363,173.1548,6.223417,9.213131,0,1
1237662301911187711,247.1693,31.09292,11.23204,0,1
1237662301911187765,247.2275,31.06708,7.257972,0,1
1237667782292406390,171.5165,21.692,6.040758,1,0
1237667782292603010,172.0582,21.63442,7.639522,0,1
1237668590265172181,197.619,17.28494,7.716389,0,1
1237668590265237760,197.7518,17.11092,12.20987,1,0
1237661070326694123,160.7462,14.32025,4.322596,1,0
1237661070326759542,160.8995,14.35328,15.88238,0,1
1237661069794738364,172.3528,14.76519,6.434594,0,1
1237671958050963543,201.0777,11.98008,7.526185,1,0
1237667782292733972,172.282,21.58603,19.8961,0,1
1237661382237421724,150.8943,36.31744,12.58214,1,0
1237661382237487200,151.1063,36.46492,11.76383,1,0
1237661382768263296,135.8112,30.59133,28.98671,1,0
1237668589726924953,194.2029,16.9445,12.36351,1,0
1237667782293061789,173.1324,21.72475,9.31288,1,0
1237667782293061818,173.1789,21.76397,6.667189,1,0
1237671124294762920,128.789,10.13833,10.89394,1,0
1237668310015017052,231.248,13.44508,19.224,0,1
1237667781238194349,218.954,17.87395,8.759918,1,0
1237667781238325441,219.325,17.80197,10.79245,0,1
1237667441901895758,196.5464,26.17461,6.965554,0,1
1237667783352582323,139.0986,16.54706,7.518374,0,1
1237667782293127278,173.2467,21.77636,6.801023,0,1
1237668297676095695,206.378,18.48278,3.921263,1,0
1237668297676161056,206.639,18.47375,3.817192,0,1
1237668297676161200,206.6131,18.29217,6.754401,1,0
1237671124832026928,129.6308,10.66114,13.21659,1,0
1237671124832223622,129.9696,10.75358,10.35834,0,1
1237661382768918575,137.362,31.31306,5.438826,1,0
1237668289076461818,138.5083,14.00983,6.086379,1,0
1237667782813745402,134.6853,14.92764,9.301299,1,0
1237663917885358290,145.0268,68.41206,5.058068,1,0
1237662528994214124,218.2376,11.85678,3.469532,0,1
1237661970106744998,173.4137,6.285778,5.303689,0,1
1237668289624146000,163.7122,18.96114,8.724748,0,1
1237668289624277055,164.0158,19.08061,12.64524,1,0
1237668271377285638,238.9466,11.62553,13.26308,1,0
1237668271377351005,238.9609,11.4695,9.861003,1,0
1237668271377481945,239.2427,11.50675,10.97605,1,0
1237668271377547624,239.4335,11.29844,4.76936,0,1
1237663915728961779,120.5399,51.71139,10.67078,1,0
1237664835397156868,144.8118,29.52569,6.926493,0,1
1237665128539357274,172.2768,34.40253,15.0791,0,1
1237662661599101181,222.3978,32.67658,7.396289,0,1
1237667911663812752,177.0,24.84606,10.27279,0,1
1237667911663943706,177.342,24.93847,20.23771,1,0
1237671958050963664,201.1141,11.97917,8.594235,1,0
1237671992410374258,201.3804,11.82525,13.42539,1,0
1237661970644992206,176.4911,6.624111,7.11418,1,0
1237661970107269213,174.5346,6.291806,9.115439,1,0
1237665442073543193,245.0838,16.12181,6.653424,1,0
1237664289390526501,182.564,14.1045,19.26746,1,0
1237667782813745438,134.6862,14.985,9.756625,1,0
1237667782813810888,134.8269,14.99042,7.952343,1,0
1237668289076527224,138.7427,14.02872,7.728959,1,0
1237665442058862627,210.9105,27.49208,6.320436,0,1
1237667782818726021,146.1517,18.06306,6.377124,1,0
1237667782818726067,146.2337,18.00297,8.168387,1,0
1237665442058928286,211.0531,27.6265,10.26051,1,0
1237665442059059279,211.4005,27.54395,7.615136,0,1
1237663915729092895,120.7365,51.9572,11.3855,0,1
1237659345879105730,200.085,6.336222,19.71781,1,0
1237659345879433424,200.7497,6.262333,8.844756,0,1
1237671992947376221,202.0155,11.76358,6.364033,1,0
1237664289390592199,182.7753,13.96872,7.015664,0,1
1237664289399439476,203.4354,13.29453,7.316915,1,0
1237665443134439552,215.6861,27.35639,5.402778,0,1
1237665440984399947,208.8627,27.05053,10.67265,0,1
1237665442059190377,211.6652,27.37844,11.45032,1,0
1237670964318765194,156.4034,17.08069,16.8568,0,1
1237662661599690820,223.831,32.25306,13.92566,0,1
1237662661599690886,223.9021,32.22211,10.76372,1,0
1237662661599690909,223.8648,32.08595,7.770626,1,0
1237662340552262001,245.6846,23.95417,14.22595,0,1
1237662661600018528,224.5688,31.82533,11.59193,0,1
1237662661600084067,224.7372,31.78667,10.50199,1,0
1237665128539357354,172.3146,34.48522,4.08041,1,0
1237665127465484441,172.0648,33.64556,5.576077,1,0
1237665128539553982,172.8053,34.49967,8.296857,0,1
1237664870286098561,139.9679,33.6495,8.087578,0,1
1237661383310442585,148.4733,36.55283,9.561481,1,0
1237661070326890719,161.2792,14.31328,9.547729,0,1
1237661382769967259,139.7353,32.51303,6.078052,0,1
1237664871360102578,140.8359,34.261,6.794014,0,1
1237665442059387006,212.2036,27.25492,18.3913,1,0
1237663915730338087,123.4109,54.37519,11.39548,0,1
1237664289399636012,203.9267,13.33092,15.60983,1,0
1237664289399636221,203.9854,13.34306,15.03583,1,0
1237668590265565393,198.5767,17.20442,6.452255,1,0
1237667442967642168,176.0908,27.05708,8.977717,1,0
1237668590265761974,198.9899,17.16497,16.42019,1,0
1237668590265762001,199.0314,17.08167,6.802719,0,1
1237667441902026860,196.9527,25.97636,6.882922,0,1
1237667441902026880,197.0045,26.12006,13.84681,1,0
1237661813882159200,177.1921,13.23772,7.786353,1,0
1237667783904592005,175.329,23.09497,10.19852,1,0
1237662340552523992,246.2097,23.78056,6.265784,1,0
1237668297676292179,206.8103,18.26917,7.167772,0,1
1237663915731058933,125.1406,55.68969,8.986124,1,0
1237663915731124497,125.2964,55.78186,8.116113,1,0
1237663531871109254,125.5825,55.89531,4.297748,0,1
1237667783884734769,128.2555,13.76286,6.792898,1,0
1237667783884734784,128.2518,13.78931,7.725609,0,1
1237668297676357849,207.0163,18.2963,8.696004,1,0
1237668297676357856,207.021,18.32108,9.533725,0,1
1237668297676357886,207.0471,18.29997,7.321977,0,1
1237661070865727666,165.8429,15.17758,8.615046,1,0
1237661070327087242,161.7618,14.26336,12.73544,0,1
1237662200424693781,213.0761,11.96275,15.29769,0,1
1237665442074788349,247.8048,14.99,4.702594,0,1
1237661070327742574,163.1521,14.42939,9.574579,1,0
1237665127465681014,172.6402,33.57036,15.64579,1,0
1237665127465746484,172.6616,33.70039,4.262741,1,0
